"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Denmark","DNK","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.392","82.246","82.035","81.173","78.708","79.439","79.408","79.638","79.095","80.349","79.799","78.95","79.61","79.431","80.079","79.725","80.475","80.053","79.277","78.659","77.963","77.749","77.17","76.504","76.522","76.895","77.414","77.866","78.197","79.043","78.921","79.583","80.361","80.754","80.913",
"Dominican Republic","DOM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.665","58.641","59.072","59.341","59.403","59.606","59.828","60.182","60.447","60.681","60.86","59.597","60.065","59.142","59.213","59.026","59.856","59.824","60.312","58.031","59.518","60.936","62.161","62.192","62.542","65.249","65.747","65.695","67.399","68.788","63.742","67.128","67.269","68.712","69.142",
"Algeria","DZA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.908","48.102","48.114","48.163","48.198","48.112","48.032","47.683","47.382","47.158","46.947","46.751","46.556","46.373","46.227","46.096","46.01","45.947","45.923","45.934","46.254","46.11","45.948","45.779","45.593","45.529","45.5","45.596","45.661","45.685","42.922","43.326","45.095","44.941","44.632",
"East Asia & Pacific (excluding high income)","EAP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7973503903259","80.4109509295042","80.0808261964392","79.6525346629776","79.451979513698","79.106359215408","78.7475581423327","78.2726941857757","77.9161639969381","77.5100278562369","77.1348892996856","76.9815583566205","76.643407245532","76.3813986689445","76.1835738626148","75.8668476513506","75.6391204546935","75.6991794517167","75.5251731019232","75.3428378163928","75.2109187526804","75.3763037766958","75.1612467969383","74.7929656006788","74.7273917589","74.5948380487879","74.3997242075878","74.1392975020051","74.1660788100376","74.0850446215841","72.8420487871416","73.5901260294444","73.2696260389387","73.4717464581494","73.2210391726732",
"Early-demographic dividend","EAR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.4107562876453","60.4782215974216","60.5616335492524","60.4684652963735","60.7445216739842","60.8145329171203","60.9981238699776","61.191575389475","61.3934764907296","61.5911176828342","61.6354114542896","61.4356068084008","61.151260182353","61.0622406085323","61.0432354954243","60.9169444386952","60.5006104998259","60.2473730015998","59.7521798485132","59.4017126511667","59.1087495682581","58.899395104034","58.7248772848697","58.6039585075716","58.44398029749","58.4087453388796","58.3355494311815","58.3121486742014","58.3060831372962","58.3239034931585","57.0156626615854","57.8846107712095","58.8944228844823","59.5052283442258","59.9562785311302",
"East Asia & Pacific","EAS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1774949644759","78.90693587632","78.6708887045582","78.3141585237738","78.1842911081549","77.9175146745622","77.6541569699501","77.2920181419877","76.9445149898223","76.5839685379854","76.2821819984295","76.1782217169557","75.8887834639873","75.6612299040055","75.5200777790101","75.2878528200617","75.1285564668598","75.2134638767052","75.0669931008122","74.8913498754787","74.7817959653108","74.9509807149604","74.7832001072348","74.5106378696359","74.5235526028516","74.450717936894","74.3323429300546","74.1588086402761","74.2535384322501","74.2322995816202","73.0891684624696","73.822353664984","73.6184665300663","73.8550174012562","73.6631282963785",
"Europe & Central Asia (excluding high income)","ECA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5506802168124","65.7865177523575","65.7155377913686","64.7856120249419","65.6431853903315","65.4384418367946","65.1281270634563","64.6258054868342","64.4570025068804","64.2295718286956","63.2288453277836","63.0575684368126","62.9070456111203","62.4212169840313","61.5901550521881","61.4572708604618","61.2542647517666","61.2076564022234","61.2016679133076","61.4153191422514","61.6154292746063","61.9740969395164","61.9342887917829","62.1762363005896","62.2187648989564","62.6276715873248","63.0607593327093","63.4223228744559","63.6639165216881","63.7382915557567","62.0939381478461","62.8973604745377","63.2083753928135","63.3510129654734","63.5442012297985",
"Europe & Central Asia","ECS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.7074206305348","68.9040950337879","68.5979282152329","67.8867159635217","67.7254846508566","67.5320786005422","67.3799059765546","67.0762610669821","66.9655169578875","67.7535234343433","67.6436297632653","67.3350538487839","67.5886883576102","67.6459132306507","67.7306418040294","68.0770015489699","68.3331184862251","68.5722629950886","68.8090010985681","68.7482277066429","68.8551506968472","69.0419863420064","69.3712511514119","69.6089018123371","69.8400562844428","70.1312901769501","70.5344498516923","70.855675208546","71.1474694986234","71.2278895165128","70.4963236771735","71.282602117413","72.2823597340722","72.604843919589","72.6526067951213",
"Ecuador","ECU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.198","64.436","64.461","64.488","64.768","64.841","64.863","65.804","68.072","66.795","65.479","66.132","66.78","67.424","69.589","69.085","70.12","68.989","68.852","66.39","65.193","64.213","64.986","64.879","65.279","68.307","70.342","70.957","69.521","69.138","63.349","68.302","68.271","67.882","67.86",
"Egypt, Arab Rep.","EGY","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.775","48.859","49.385","50.113","51.051","49.946","49.248","48.553","47.856","49.515","48.271","47.013","45.346","46.311","47.275","48.238","49.206","50.156","49.868","50.194","51.677","51.162","50.858","50.89","50.639","49.436","48.949","47.261","45.647","44.561","44.021","45.534","45.42","45.483","45.294",
"Euro area","EMU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.1858723543617","66.7096018301624","66.2738004716403","66.0944762833499","66.2663942642991","66.179121589048","66.4318003320695","66.6908075445895","67.1026002434972","67.5942619350942","67.8828459294257","67.8410814989089","68.450694948166","69.0723465786089","69.4269929976529","70.0418869349877","70.6155726742845","70.8899288135645","71.2175539355888","71.2584065779439","71.3396007929742","71.4163554116559","71.9671071745138","72.2157550901877","72.3692144491657","72.5078236486322","72.7956005731556","73.0843387048426","73.3591581804785","73.6198580704647","72.767906558791","73.6489905436985","74.5426982837301","75.0116354453634","75.1120254652573",
"Eritrea","ERI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.481","82.491","82.52","82.367","82.191","81.907","81.728","82.013","82.247","82.374","82.465","82.329","82.151","81.946","81.738","81.729","81.829","81.88","81.858","81.716","81.63","81.446","81.317","81.319","81.101","81.278","81.163","81.11","80.781","80.467","79.403","79.871","80.491","80.545","80.538",
"Spain","ESP","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.485","59.508","59.732","59.999","60.738","60.695","61.318","62.222","62.853","63.659","65.245","64.471","66.533","67.846","68.777","70.048","71.211","71.752","72.694","73.078","73.593","73.921","74.255","74.326","74.279","74.404","74.342","74.092","73.74","73.764","72.267","73.651","74.281","74.586","74.588",
"Estonia","EST","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.648","77.417","75.217","73.826","74.067","72.962","72.343","72.427","72.058","70.221","70.353","69.243","68.23","70.449","70.63","70.554","72.808","73.214","74.239","74.08","73.901","74.769","74.845","75.201","75.32","76.324","77.216","78.324","78.665","78.338","78.626","78.856","80.873","81.335","81.218",
"Ethiopia","ETH","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.965","82.925","82.886","82.95","82.981","83.016","83.073","83.117","83.145","83.194","83.235","83.268","83.257","83.221","83.229","83.226","83.168","83.108","83.048","82.991","82.935","82.882","82.831","82.779","81.116","79.457","77.8","76.156","74.521","72.908","70.678","69.515","69.398","69.15","69.083",
"European Union","EUU","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3350118660654","66.7187432829894","66.3592515163695","66.1332548210846","66.1727104337101","66.0335688394396","66.1690792482098","66.3001181791055","66.5716517313401","66.9626430642137","67.2180199993773","67.2680845631843","67.6377676588072","68.0505188810172","68.3181219476495","68.8722406217237","69.2891705938123","69.5274946647879","69.8828869616811","69.7954246998419","70.1131014056731","70.2202460979472","70.810810718212","71.1512691700303","71.4793962813356","71.7492689736897","72.1214567642495","72.5958469416585","72.9369516349294","73.2842564947526","72.6721473299497","73.618060145719","74.506337022","75.0152567432196","75.1058132677688",
"Fragile and conflict affected situations","FCS","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2614255661735","71.3382514654832","71.2746532988983","71.1907903941889","71.1143090486261","71.0954254258057","71.040065418049","70.9905551720855","70.9098212481644","70.8088845475913","70.6944990995281","70.5312928082102","70.2629449290667","70.0667886081","69.9247197346964","69.7607160681136","69.5251112024079","69.2978070484439","69.0033283860105","68.7040449459163","68.4345090707205","68.2718464631763","67.8850063555329","67.7188975854664","67.4194787577024","66.9803640379215","66.6394957924368","66.169194223344","65.7649722907936","65.1561091020802","63.8822681009996","63.6131457955298","63.4257497309409","65.1076390660394","64.9844979503892",
"Finland","FIN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.115","75.667","74.2","73.399","72.671","71.909","71.487","72.722","72.91","74.124","74.582","75.379","75.804","75.925","75.933","76.458","76.712","75.373","75.765","74.68","74.175","74.854","74.965","75.028","75.133","75.543","75.667","76.48","77.74","77.947","78.079","78.692","79.654","79.704","79.863",
"Fiji","FJI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.039","61.131","60.98","60.933","60.806","60.747","60.637","60.506","60.385","60.266","60.151","60.038","59.925","59.813","59.707","58.264","59.362","60.452","61.531","62.597","63.653","64.699","63.689","62.644","61.562","60.864","60.15","60.073","60.04","60.13","59.528","59.772","60.317","60.333","60.302",
"France","FRA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.849","66.358","66.743","66.957","67.055","67.259","67.806","67.558","67.825","68.404","68.472","68.353","68.769","69.564","69.466","69.651","69.585","69.709","69.874","70.222","70.193","70.098","70.739","71.239","70.999","71.223","71.285","71.435","71.871","71.665","71.091","73.009","73.571","73.688","73.792",
"Faroe Islands","FRO","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.144","51.044","51.103","51.003","50.889","50.735","50.588","50.394","50.241","50.341","50.306","50.21","50.177","50.121","50.13","50.135","50.297","50.328","50.594","50.841","51.004","51.211","51.478","51.738","52.02","52.299","52.601","52.915","53.179","53.313","49.802","50.451","53.344","53.288","53.119",
"United Kingdom","GBR","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.273","75.913","75.329","74.883","74.665","74.367","74.511","74.65","74.455","74.745","75.018","74.632","74.818","74.853","74.878","75.015","75.372","75.155","75.429","75.221","74.942","75.122","75.69","75.858","76.219","76.473","76.776","77.114","77.499","77.473","77.656","77.017","77.012","77.032","77.077",
"Georgia","GEO","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.129","68.577","69.066","69.605","70.189","69.922","69.276","68.728","68.544","69.303","66.736","69.098","68.162","69.464","68.182","67.656","66.112","67.713","68.451","70.158","71.459","72.201","73.309","72.941","73.575","74.847","74.16","72.053","69.837","68.553","68.843","66.157","68.776","68.863","68.846",
"Ghana","GHA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.215","78.211","77.915","77.615","77.312","77.009","76.705","76.396","76.084","75.77","75.452","75.161","74.868","74.575","74.281","73.981","73.675","73.368","73.058","72.742","72.423","72.1","71.772","71.442","71.112","70.779","69.928","69.079","68.222","67.369","65.939","65.486","64.852","64.854","64.494",
"Gibraltar","GIB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.564","65.583","65.617","65.66","65.701","65.738","65.766","65.901","66.032","66.082","66.153","66.307","66.395","65.666","64.931","64.192","63.448","62.697","61.942","61.186","60.429","59.671","58.914","58.161","57.408","56.656","55.908","55.161","54.416","53.671","53.164","53.384","53.316","53.161","52.855",
"Gambia, The","GMB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.396","49.408","49.405","49.39","49.452","49.486","49.474","49.37","49.315","49.159","49.032","48.894","49.084","48.912","48.737","48.909","49.019","49.005","48.881","48.747","48.642","49.073","48.996","48.999","49.154","49.107","49.141","49.073","48.92","48.804","48.894","48.847","48.801","48.696","48.668",
"Guinea-Bissau","GNB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.929","63.904","63.882","63.879","63.886","63.885","63.893","63.873","63.72","63.684","63.654","63.609","63.558","63.513","63.472","63.441","63.413","63.386","63.351","63.308","63.264","63.228","63.166","63.111","63.042","62.974","62.894","62.798","62.674","62.552","61.957","62.314","62.51","62.57","62.516",
"Equatorial Guinea","GNQ","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.171","62.522","62.839","63.116","63.362","63.565","63.713","63.819","63.888","63.88","63.606","63.077","62.454","61.793","61.153","60.721","60.522","60.438","60.454","60.571","60.785","61.108","61.496","61.879","62.238","62.536","62.751","62.878","62.897","62.796","59.321","59.951","62.467","62.214","61.939",
"Greece","GRC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.044","57.586","59.103","59.289","60.071","60.61","61.569","61.602","63.093","63.09","63.182","62.58","63.205","63.893","65.119","65.405","65.815","65.71","65.876","66.574","67.114","66.592","66.846","66.842","66.725","66.982","67.179","67.181","67.027","67.176","66.197","66.82","69.138","69.273","69.347",
"Grenada","GRD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.413","63.48","63.604","63.686","63.767","63.881","63.907","64","64.121","64.187","64.241","64.236","64.301","64.311","64.349","63.915","63.48","63.045","62.609","62.172","61.734","62.91","66.9","61.882","62.304","62.294","62.407","62.563","62.198","60.969","58.618","59.644","62.055","62.055","62.027",
"Guam","GUM","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.493","75.168","74.815","74.432","74.021","73.601","73.172","72.731","72.283","71.829","71.386","69.194","65.935","65.687","65.41","64.89","66.618","61.37","63.465","65.544","65.357","66.797","66.972","67.179","67.393","67.644","67.918","68.179","68.5","68.723","67.287","67.967","69.796","70.149","70.477",
"Guyana","GUY","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.322","61.671","62.076","62.495","62.14","61.782","61.424","61.063","60.698","60.326","59.942","59.537","59.102","59.202","59.248","59.266","59.255","59.222","59.171","59.103","59.019","58.924","58.779","58.594","58.425","58.286","58.182","58.11","58.237","54.504","53.981","54.141","53.62","53.362","53.283",
"High income","HIC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2858548756347","70.4330678835099","70.3631309719104","70.0372706461741","69.8919726114956","69.8841187998295","69.9418133387097","69.9651157097925","69.8423109383244","70.3910606403464","70.5075845686115","70.2684039585211","70.3870683138781","70.3940757650864","70.5610602917762","70.8858229481568","71.2107158283333","71.3999501795891","71.5968199500298","71.3320952344277","71.2997664598928","71.3339865223605","71.681326893991","71.891215543306","72.1925603769934","72.417242676241","72.8177215016407","73.1681949690003","73.567111252331","73.8796479598498","73.1952033807083","73.857311702719","74.5859433904141","75.0560814887882","75.1724003563282",
"Hong Kong SAR, China","HKG","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.44","69.843","69.107","68.938","69.044","69.115","69.14","69.204","69.354","69.275","69.177","69.677","70.214","69.831","69.888","69.866","69.902","70.042","69.538","69.484","68.237","68.933","69.535","70.588","70.669","71.223","71.544","71.896","72.431","72.079","71.569","71.959","71.322","71.47","71.674",
"Honduras","HND","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.373","67.056","67.176","67.315","67.172","67.304","67.246","67.315","67.345","67.177","65.645","65.083","64.518","63.951","63.38","62.805","61.014","60.068","60.711","61.849","63.103","60.863","59.662","63.902","65.572","65.482","64.937","65.696","68.326","66.18","61.756","64.577","65.837","59.326","59.204",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7657554026337","72.8267785551064","72.7945931276203","72.683548515638","72.6427632819975","72.6760299428594","72.6491949823673","72.5875287511173","72.5194256668474","72.4464907989005","72.3740895631246","72.3325683848975","72.2746631511629","72.1924897410003","72.1288730142027","72.0412266973118","71.8092092749331","71.5546988614631","71.2520219738602","70.9527556046493","70.6656116218248","70.6985448319281","70.4960793903846","70.3158624048448","69.4143751537718","68.8281025818313","68.2971094122965","67.5784853567836","67.3276788374826","66.9888663374811","65.6159202890486","66.0303664278011","66.0419876153909","67.5873463286316","67.4963518878178",
"Croatia","HRV","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.563","65.545","65.238","64.917","64.601","64.3","64.046","63.814","63.604","63.46","63.379","63.251","62.993","63.166","64.637","64.62","64.101","65.592","65.768","65.617","65.133","64.178","63.894","63.707","66.124","66.999","65.642","66.497","66.402","66.662","67.236","68.805","70.01","69.877","69.978",
"Haiti","HTI","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.785","67.447","67.107","66.765","66.422","66.08","65.617","65.154","64.69","64.225","63.761","63.982","64.206","64.43","64.654","64.877","65.244","65.619","65.99","66.368","66.711","66.882","66.851","66.987","67.065","67.081","67.12","67.191","67.228","67.119","66.497","66.784","66.701","66.592","66.511",
"Hungary","HUN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.838","61.506","61.395","61.375","61.405","61.443","61.481","61.537","61.636","61.835","62.206","62.651","63.048","63.344","63.651","63.886","64.067","64.077","64.065","63.544","64.145","64.526","65.547","66.606","68.705","70.461","72.071","73.058","74.011","74.648","75.021","76.166","77.186","78.074","78.188",
"IBRD only","IBD","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.8781071120029","70.6926616291546","70.5300229789673","70.2097527062051","70.0914246094305","69.9597251344769","69.7071950713319","69.5421854166817","69.3878394183726","69.4185268651693","69.2149785840516","68.9986624073946","68.7685427554481","68.6101042891787","68.5474976689099","68.4410829190475","68.1018384512621","67.8974703875291","67.5266438646565","67.1912415969538","66.7965387745062","66.6394154592949","66.3948818007886","66.154993505926","66.0387390912494","65.9826993329934","65.8986246195057","65.7615432888682","65.6964849019862","65.6133316812186","64.0738523624326","65.2153027513694","65.5704971015437","66.0320973047341","66.2140885266681",
"IDA & IBRD total","IBT","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.19365590194","70.0463892499924","69.9056617055918","69.6335768739418","69.5395223729739","69.4061280445323","69.2203592354098","69.1005710968695","68.9815300911173","69.0011852648205","68.8228537950084","68.6319590368947","68.4245488300108","68.2789308827298","68.2091557895894","68.0932480416645","67.7770822637729","67.5716558392139","67.2323474031243","66.9552547161547","66.634815636812","66.4977416696126","66.2650422858448","66.0542432164092","65.8650557326431","65.7825113752896","65.6528206461608","65.514586029586","65.428315556121","65.3440924045744","64.0164565558163","64.9580451843731","65.2518929858943","65.8051887091468","65.9250292574343",
"IDA total","IDA","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.0199292783828","67.0763098293302","67.0649094167932","67.0411360124803","67.0848299772776","66.9711439176074","67.1000251676145","67.1942038967027","67.2441409767996","67.2340530016221","67.178460348008","67.1084070649798","67.0079983642472","66.9275181700503","66.8411082486065","66.6998294955696","66.4901905398724","66.2974678948222","66.0964522023349","66.0561307662798","66.0268222593478","65.9722767525516","65.7896469827212","65.6895394739035","65.2442616539454","65.0770926258086","64.8002254657628","64.672414320445","64.529962781916","64.4587353390906","63.8313426566027","64.1443285784252","64.2719362822328","65.1022631238637","65.0411212334078",
"IDA blend","IDB","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7153959217421","66.9148284190226","67.0220706212955","66.9761181721289","67.0421744556283","66.7560690379319","67.0461066385821","67.3266280363432","67.2138627966071","67.304981267176","67.3498554462839","67.2875779960385","67.1496029411723","67.1059462889921","67.002127914185","66.7778831488781","66.5576657673889","66.4052640808905","66.2027960387434","66.2361491722004","66.282674484173","66.1740784368508","66.2984437297208","66.391173207078","66.1979513221837","66.6027397451932","66.5640879045681","66.2972535998133","65.9802802837876","66.132221389899","66.0634576610808","66.695369016392","66.7125122531864","67.1946017963454","67.2013621500808",
"Indonesia","IDN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.087","67.766","68.037","67.336","68.717","68.699","68.678","68.073","68.672","69.089","69.587","69.101","68.024","67.653","67.61","66.571","66.415","68.401","68.599","68.253","68.858","69.388","69.951","69.272","69.063","69.001","68.742","69.047","70.027","70.571","69.644","68.175","69.08","69.073","69.106",
"IDA only","IDX","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.1778265422891","67.1604667973559","67.0872295054849","67.0749509121344","67.1070011861715","67.0830104402142","67.1281673944368","67.1248015346067","67.2600617777773","67.1966736223474","67.0878298211757","67.0132265438663","66.9326053425802","66.8323488458962","66.7549204885754","66.6579150609464","66.4538724848797","66.2392420652032","66.038760252762","65.9580918681805","65.8870835616652","65.8619679519402","65.5117915594585","65.3065838397136","64.7245907639085","64.2481430009011","63.8460591901128","63.7966118260935","63.7503002433569","63.5618017304306","62.6376482814448","62.7812842446512","62.9692840845857","63.9427019056142","63.8347499149271",
"Isle of Man","IMN","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.868","59.919","59.973","60.029","60.092","60.47","60.851","61.237","61.625","62.014","62.401","62.253","62.104","61.955","61.8","61.646","60.664","59.7","58.759","57.843","56.953","56.314","55.693","55.616","55.531","55.436","55.339","55.242","55.139","55.03","54.374","55.481","56.664","57.922","58.987",
"Not classified","INX","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
